Year,Month/2015,State,Utility Number,Utility Name,Data Status,Residential,Commercial,Industrial,Transportation,Total_Capacity_MW
2015,4,NV,59579,Sunnova,Preliminary,2.892,0,0,0,2.892
2015,4,NV,59647,Sunrun Inc.,Preliminary,0.822,0,0,0,0.822
2015,4,NY,57313,SolarCity Corporation,Preliminary,32.412,4.114,0.000,0.000,36.520
2015,4,NY,59139,SunEdison LLC,Preliminary,0,5.929,0,0,5.929
2015,4,NY,59579,Sunnova,Preliminary,0.476,0,0,0,0.476
2015,4,NY,59580,"SunPower Capital, LLC",Preliminary,15.736,0,0,0,15.736
2015,4,NY,59624,"Vivint Solar, Inc.",Preliminary,25.987,0,0,0,25.987
2015,4,NY,59647,Sunrun Inc.,Preliminary,16.248,0,0,0,16.248
2015,4,OH,57313,SolarCity Corporation,Preliminary,0.000,5.532,0.000,0.000,5.530
2015,4,OR,57313,SolarCity Corporation,Preliminary,13.090,7.383,0.000,0.000,20.470
2015,4,OR,59139,SunEdison LLC,Preliminary,0,2.248,0,0,2.248
2015,4,OR,59647,Sunrun Inc.,Preliminary,0.022,0,0,0,0.022
2015,4,PA,57313,SolarCity Corporation,Preliminary,0.592,0.081,0.000,0.000,0.670
2015,4,PA,59139,SunEdison LLC,Preliminary,0,8.772,0,0,8.772
2015,4,PA,59579,Sunnova,Preliminary,0.018,0,0,0,0.018
2015,4,PA,59580,"SunPower Capital, LLC",Preliminary,0.638,0,0,0,0.638
2015,4,PA,59647,Sunrun Inc.,Preliminary,0.584,0,0,0,0.584
2015,4,PR,57313,SolarCity Corporation,Preliminary,0.000,1.308,0.000,0.000,1.310
2015,4,PR,59139,SunEdison LLC,Preliminary,0,5.627,0,0,5.627
2015,4,PR,59579,Sunnova,Preliminary,4.558,0,0,0,4.558
2015,4,TX,57313,SolarCity Corporation,Preliminary,6.888,11.794,0.000,0.000,18.680
2015,4,TX,59139,SunEdison LLC,Preliminary,0,0.677,0,0,0.677
2015,4,TX,59579,Sunnova,Preliminary,0.096,0,0,0,0.096
2015,4,UT,57313,SolarCity Corporation,Preliminary,0.000,0.954,0.000,0.000,0.950
2015,4,VA,57313,SolarCity Corporation,Preliminary,0.044,0.000,0.000,0.000,0.040
2015,4,VT,59580,"SunPower Capital, LLC",Preliminary,2.227,0,0,0,2.227
2015,4,WA,57313,SolarCity Corporation,Preliminary,0.519,0.000,0.000,0.000,0.520
2015,4,WI,59139,SunEdison LLC,Preliminary,0,0.477,0,0,0.477
2015,5,AZ,57313,SolarCity Corporation,Preliminary,138.728,40.918,0.000,0.000,179.650
2015,5,AZ,59139,SunEdison LLC,Preliminary,1.113,19.448,0.000,0.000,20.561
2015,5,AZ,59579,Sunnova,Preliminary,5.476,0,0,0,5.476
2015,5,AZ,59580,"SunPower Capital, LLC",Preliminary,39.843,0,0,0,39.843
2015,5,AZ,59624,"Vivint Solar, Inc.",Preliminary,5.066,0.000,0.000,0.000,5.066
2015,5,AZ,59647,Sunrun Inc.,Preliminary,8.703,0,0,0,8.703
2015,5,CA,57313,SolarCity Corporation,Preliminary,305.207,86.752,0.000,0.000,391.960
2015,5,CA,59139,SunEdison LLC,Preliminary,0.837,72.037,0.000,0.000,72.874
2015,5,CA,59557,RGS Energy,Preliminary,0.293,0.000,0.000,0.000,0.293
2015,5,CA,59579,Sunnova,Preliminary,21.047,0,0,0,21.047
2015,5,CA,59580,"SunPower Capital, LLC",Preliminary,124.796,0,0,0,124.796
2015,5,CA,59624,"Vivint Solar, Inc.",Preliminary,99.147,0.000,0.000,0.000,99.147
2015,5,CA,59647,Sunrun Inc.,Preliminary,177.847,0,0,0,177.847
2015,5,CO,57313,SolarCity Corporation,Preliminary,45.913,10.056,0.000,0.000,55.970
2015,5,CO,59139,SunEdison LLC,Preliminary,2.500,9.183,0.102,0.000,11.785
2015,5,CO,59579,Sunnova,Preliminary,0.102,0,0,0,0.102
2015,5,CO,59580,"SunPower Capital, LLC",Preliminary,7.779,0,0,0,7.779
2015,5,CO,59647,Sunrun Inc.,Preliminary,7.431,0,0,0,7.431
2015,5,CT,57313,SolarCity Corporation,Preliminary,15.251,4.874,0.000,0.000,20.120
2015,5,CT,59139,SunEdison LLC,Preliminary,0.000,3.866,0.000,0.000,3.866
2015,5,CT,59579,Sunnova,Preliminary,0.991,0,0,0,0.991
2015,5,CT,59647,Sunrun Inc.,Preliminary,2.151,0,0,0,2.151
2015,5,DC,57313,SolarCity Corporation,Preliminary,0.708,0.000,0.000,0.000,0.710
2015,5,DC,59647,Sunrun Inc.,Preliminary,0.030,0,0,0,0.030
2015,5,DE,57313,SolarCity Corporation,Preliminary,2.774,0.413,0.000,0.000,3.180
2015,5,DE,59647,Sunrun Inc.,Preliminary,1.391,0,0,0,1.391
2015,5,FL,57313,SolarCity Corporation,Preliminary,1.427,0.000,0.000,0.000,1.430
2015,5,FL,59139,SunEdison LLC,Preliminary,0.000,1.516,0.000,0.000,1.516
2015,5,GA,59139,SunEdison LLC,Preliminary,0.000,6.227,0.000,0.000,6.227
2015,5,GU,59579,Sunnova,Preliminary,0.880,0,0,0,0.880
2015,5,HI,57313,SolarCity Corporation,Preliminary,10.211,17.591,0.000,0.000,27.800
2015,5,HI,59139,SunEdison LLC,Preliminary,0.000,3.107,0.000,0.000,3.107
2015,5,HI,59579,Sunnova,Preliminary,0.719,0,0,0,0.719
2015,5,HI,59580,"SunPower Capital, LLC",Preliminary,3.770,0,0,0,3.770
2015,5,HI,59624,"Vivint Solar, Inc.",Preliminary,21.605,0.000,0.000,0.000,21.605
2015,5,HI,59647,Sunrun Inc.,Preliminary,12.934,0,0,0,12.934
2015,5,IN,59579,Sunnova,Preliminary,0.020,0,0,0,0.020
2015,5,LA,59579,Sunnova,Preliminary,0.150,0,0,0,0.150
2015,5,MA,57313,SolarCity Corporation,Preliminary,31.807,3.150,0.000,0.000,34.960
2015,5,MA,59139,SunEdison LLC,Preliminary,0.040,14.583,0.000,0.000,14.623
2015,5,MA,59579,Sunnova,Preliminary,1.156,0,0,0,1.156
2015,5,MA,59580,"SunPower Capital, LLC",Preliminary,1.956,0,0,0,1.956
2015,5,MA,59624,"Vivint Solar, Inc.",Preliminary,29.460,0.000,0.000,0.000,29.460
2015,5,MA,59647,Sunrun Inc.,Preliminary,16.222,0,0,0,16.222
2015,5,MD,57313,SolarCity Corporation,Preliminary,33.339,6.564,0.000,0.000,39.960
2015,5,MD,59139,SunEdison LLC,Preliminary,0.000,8.102,0.000,0.000,8.102
2015,5,MD,59579,Sunnova,Preliminary,0.050,0,0,0,0.050
2015,5,MD,59624,"Vivint Solar, Inc.",Preliminary,28.715,0.000,0.000,0.000,28.715
2015,5,MD,59647,Sunrun Inc.,Preliminary,0.901,0,0,0,0.901
2015,5,ME,57313,SolarCity Corporation,Preliminary,0.000,1.026,0.000,0.000,1.030
2015,5,MO,59579,Sunnova,Preliminary,0.015,0,0,0,0.015
2015,5,NJ,57313,SolarCity Corporation,Preliminary,21.520,0.792,0.000,0.000,22.310
2015,5,NJ,59139,SunEdison LLC,Preliminary,0.290,55.438,1.380,0.000,57.108
2015,5,NJ,59579,Sunnova,Preliminary,12.212,0,0,0,12.212
2015,5,NJ,59580,"SunPower Capital, LLC",Preliminary,7.186,0,0,0,7.186
2015,5,NJ,59624,"Vivint Solar, Inc.",Preliminary,24.008,0.000,0.000,0.000,24.008
2015,5,NJ,59647,Sunrun Inc.,Preliminary,17.548,0,0,0,17.548
2015,5,NM,57313,SolarCity Corporation,Preliminary,0.015,3.113,0.000,0.000,3.120
2015,5,NM,59579,Sunnova,Preliminary,0.562,0,0,0,0.562
2015,5,NV,57313,SolarCity Corporation,Preliminary,10.690,0.699,0.000,0.000,11.390
2015,5,NV,59139,SunEdison LLC,Preliminary,0.000,1.165,0.000,0.000,1.165
2015,5,NV,59579,Sunnova,Preliminary,2.893,0,0,0,2.893
2015,5,NV,59647,Sunrun Inc.,Preliminary,1.201,0,0,0,1.201
2015,5,NY,57313,SolarCity Corporation,Preliminary,35.278,4.114,0.000,0.000,39.390
2015,5,NY,59139,SunEdison LLC,Preliminary,0.000,5.929,0.000,0.000,5.929
2015,5,NY,59579,Sunnova,Preliminary,0.476,0,0,0,0.476
2015,5,NY,59580,"SunPower Capital, LLC",Preliminary,16.929,0,0,0,16.929
2015,5,NY,59624,"Vivint Solar, Inc.",Preliminary,29.556,0.000,0.000,0.000,29.556
2015,5,NY,59647,Sunrun Inc.,Preliminary,16.783,0,0,0,16.783
2015,5,OH,57313,SolarCity Corporation,Preliminary,0.000,5.532,0.000,0.000,5.530
2015,5,OH,59139,SunEdison LLC,Preliminary,0.000,0.405,0.000,0.000,0.405
2015,5,OR,57313,SolarCity Corporation,Preliminary,13.389,7.383,0.000,0.000,20.770
2015,5,OR,59139,SunEdison LLC,Preliminary,0.000,2.248,0.000,0.000,2.248
2015,5,OR,59647,Sunrun Inc.,Preliminary,0.026,0,0,0,0.026
2015,5,PA,57313,SolarCity Corporation,Preliminary,0.592,0.081,0.000,0.000,0.670
2015,5,PA,59139,SunEdison LLC,Preliminary,0.000,8.772,0.000,0.000,8.772
2015,5,PA,59579,Sunnova,Preliminary,0.018,0,0,0,0.018
2015,5,PA,59580,"SunPower Capital, LLC",Preliminary,0.638,0,0,0,0.638
2015,5,PA,59647,Sunrun Inc.,Preliminary,0.584,0,0,0,0.584
2015,5,PR,57313,SolarCity Corporation,Preliminary,0.000,3.186,0.000,0.000,3.190
2015,5,PR,59139,SunEdison LLC,Preliminary,0.000,5.627,0.000,0.000,5.627
2015,5,PR,59579,Sunnova,Preliminary,4.565,0,0,0,4.565
2015,5,TX,57313,SolarCity Corporation,Preliminary,7.076,11.794,0.000,0.000,18.870
2015,5,TX,59139,SunEdison LLC,Preliminary,0.000,0.667,0.000,0.000,0.667
2015,5,TX,59579,Sunnova,Preliminary,0.095,0,0,0,0.095
2015,5,UT,57313,SolarCity Corporation,Preliminary,0.000,0.954,0.000,0.000,0.950
2015,5,UT,59624,"Vivint Solar, Inc.",Preliminary,0.004,0,0,0,0.004
2015,5,VA,57313,SolarCity Corporation,Preliminary,0.044,0.000,0.000,0.000,0.040
2015,5,VT,59580,"SunPower Capital, LLC",Preliminary,2.227,0,0,0,2.227
2015,5,WA,57313,SolarCity Corporation,Preliminary,0.519,0.000,0.000,0.000,0.520
2015,5,WI,59139,SunEdison LLC,Preliminary,0.000,0.477,0.000,0.000,0.477
2015,6,AZ,57313,SolarCity Corporation,Preliminary,143.413,40.918,0.000,0.000,184.330
2015,6,AZ,59139,SunEdison LLC,Preliminary,1.113,19.448,0,0,20.561
2015,6,AZ,59579,Sunnova,Preliminary,6.513,0,0,0,6.513
2015,6,AZ,59580,"SunPower Capital, LLC",Preliminary,41.476,0,0,0,41.476
2015,6,AZ,59624,"Vivint Solar, Inc.",Preliminary,6.138,0.000,0.000,0.000,6.138
2015,6,AZ,59647,Sunrun Inc.,Preliminary,9.122,0,0,0,9.122
2015,6,CA,57313,SolarCity Corporation,Preliminary,318.391,90.501,0.000,0.000,408.890
2015,6,CA,59139,SunEdison LLC,Preliminary,0.837,72.256,0,0,73.093
2015,6,CA,59557,RGS Energy,Preliminary,0.293,0.000,0.000,0.000,0.293
2015,6,CA,59579,Sunnova,Preliminary,27.068,0,0,0,27.068
2015,6,CA,59580,"SunPower Capital, LLC",Preliminary,129.189,0,0,0,129.189
2015,6,CA,59624,"Vivint Solar, Inc.",Preliminary,106.941,0.000,0.000,0.000,106.941
2015,6,CA,59647,Sunrun Inc.,Preliminary,183.190,0,0,0,183.190
2015,6,CO,57313,SolarCity Corporation,Preliminary,46.484,10.398,0.000,0.000,56.880
2015,6,CO,59139,SunEdison LLC,Preliminary,2.500,9.183,0.102,0,11.785
2015,6,CO,59579,Sunnova,Preliminary,0.118,0,0,0,0.118
2015,6,CO,59580,"SunPower Capital, LLC",Preliminary,7.779,0,0,0,7.779
2015,6,CO,59647,Sunrun Inc.,Preliminary,7.533,0,0,0,7.533
2015,6,CT,57313,SolarCity Corporation,Preliminary,16.599,5.386,0.000,0.000,21.990
2015,6,CT,59139,SunEdison LLC,Preliminary,0,3.866,0,0,3.866
2015,6,CT,59579,Sunnova,Preliminary,2.101,0,0,0,2.101
2015,6,CT,59647,Sunrun Inc.,Preliminary,2.309,0,0,0,2.309
2015,6,DC,57313,SolarCity Corporation,Preliminary,0.713,0.000,0.000,0.000,0.710
2015,6,DC,59647,Sunrun Inc.,Preliminary,0.029,0,0,0,0.029
2015,6,DE,57313,SolarCity Corporation,Preliminary,3.160,0.413,0.000,0.000,3.570
2015,6,DE,59647,Sunrun Inc.,Preliminary,1.630,0,0,0,1.630
2015,6,FL,57313,SolarCity Corporation,Preliminary,1.486,0.000,0.000,0.000,1.490
2015,6,FL,59139,SunEdison LLC,Preliminary,0,1.516,0,0,1.516
2015,6,GA,59139,SunEdison LLC,Preliminary,0,6.227,0,0,6.227
2015,6,GU,59579,Sunnova,Preliminary,1.627,0,0,0,1.627
2015,6,HI,57313,SolarCity Corporation,Preliminary,10.380,17.678,0.000,0.000,28.060
2015,6,HI,59139,SunEdison LLC,Preliminary,0,3.224,0,0,3.224
2015,6,HI,59579,Sunnova,Preliminary,1.157,0,0,0,1.157
2015,6,HI,59580,"SunPower Capital, LLC",Preliminary,3.901,0,0,0,3.901
2015,6,HI,59624,"Vivint Solar, Inc.",Preliminary,22.506,0.000,0.000,0.000,22.506
2015,6,HI,59647,Sunrun Inc.,Preliminary,13.404,0,0,0,13.404
2015,6,IN,59579,Sunnova,Preliminary,0.020,0,0,0,0.020
2015,6,LA,59579,Sunnova,Preliminary,0.156,0,0,0,0.156
2015,6,MA,57313,SolarCity Corporation,Preliminary,35.480,3.608,0.000,0.000,39.090
2015,6,MA,59139,SunEdison LLC,Preliminary,0.040,14.583,0,0,14.623
2015,6,MA,59579,Sunnova,Preliminary,2.296,0,0,0,2.296
2015,6,MA,59580,"SunPower Capital, LLC",Preliminary,1.956,0,0,0,1.956
2015,6,MA,59624,"Vivint Solar, Inc.",Preliminary,32.640,0.000,0.000,0.000,32.640
2015,6,MA,59647,Sunrun Inc.,Preliminary,16.770,0,0,0,16.770
2015,6,MD,57313,SolarCity Corporation,Preliminary,36.858,6.564,0.000,0.000,43.420
2015,6,MD,59139,SunEdison LLC,Preliminary,0,8.102,0,0,8.102
2015,6,MD,59579,Sunnova,Preliminary,0.082,0,0,0,0.082
2015,6,MD,59624,"Vivint Solar, Inc.",Preliminary,32.793,0.000,0.000,0.000,32.793
2015,6,MD,59647,Sunrun Inc.,Preliminary,0.953,0,0,0,0.953
2015,6,ME,57313,SolarCity Corporation,Preliminary,0.000,1.026,0.000,0.000,1.030
2015,6,MO,59579,Sunnova,Preliminary,0.015,0,0,0,0.015
2015,6,NJ,57313,SolarCity Corporation,Preliminary,22.780,0.916,0.000,0.000,23.700
2015,6,NJ,59139,SunEdison LLC,Preliminary,0.290,55.438,1.380,0,57.108
2015,6,NJ,59579,Sunnova,Preliminary,17.833,0,0,0,17.833
2015,6,NJ,59580,"SunPower Capital, LLC",Preliminary,7.186,0,0,0,7.186
2015,6,NJ,59624,"Vivint Solar, Inc.",Preliminary,25.894,0.000,0.000,0.000,25.894
2015,6,NJ,59647,Sunrun Inc.,Preliminary,17.933,0,0,0,17.933
2015,6,NM,57313,SolarCity Corporation,Preliminary,0.015,3.113,0.000,0.000,3.120
2015,6,NM,59579,Sunnova,Preliminary,0.696,0,0,0,0.696
2015,6,NV,57313,SolarCity Corporation,Preliminary,11.762,0.699,0.000,0.000,12.460
2015,6,NV,59139,SunEdison LLC,Preliminary,0,1.165,0,0,1.165
2015,6,NV,59579,Sunnova,Preliminary,5.189,0,0,0,5.189
2015,6,NV,59647,Sunrun Inc.,Preliminary,1.519,0,0,0,1.519
2015,6,NY,57313,SolarCity Corporation,Preliminary,37.793,4.408,0.000,0.000,42.200
2015,6,NY,59139,SunEdison LLC,Preliminary,0,5.929,0,0,5.929
2015,6,NY,59579,Sunnova,Preliminary,0.962,0,0,0,0.962
2015,6,NY,59580,"SunPower Capital, LLC",Preliminary,18.257,0,0,0,18.257
2015,6,NY,59624,"Vivint Solar, Inc.",Preliminary,31.928,0.000,0.000,0.000,31.928
2015,6,NY,59647,Sunrun Inc.,Preliminary,17.309,0,0,0,17.309
2015,6,OH,57313,SolarCity Corporation,Preliminary,0.000,5.532,0.000,0.000,5.530
2015,6,OH,59139,SunEdison LLC,Preliminary,0,0.405,0,0,0.405
2015,6,OR,57313,SolarCity Corporation,Preliminary,13.633,7.383,0.000,0.000,21.010
2015,6,OR,59139,SunEdison LLC,Preliminary,0,2.248,0,0,2.248
2015,6,OR,59647,Sunrun Inc.,Preliminary,0.029,0,0,0,0.029
2015,6,PA,57313,SolarCity Corporation,Preliminary,0.592,0.081,0.000,0.000,0.670
2015,6,PA,59139,SunEdison LLC,Preliminary,0,8.772,0,0,8.772
2015,6,PA,59579,Sunnova,Preliminary,0.018,0,0,0,0.018
2015,6,PA,59580,"SunPower Capital, LLC",Preliminary,0.638,0,0,0,0.638
2015,6,PA,59647,Sunrun Inc.,Preliminary,0.583,0,0,0,0.583
2015,6,PR,57313,SolarCity Corporation,Preliminary,0.000,3.186,0.000,0.000,3.190
2015,6,PR,59139,SunEdison LLC,Preliminary,0,5.627,0,0,5.627
2015,6,PR,59579,Sunnova,Preliminary,6.294,0,0,0,6.294
2015,6,TX,57313,SolarCity Corporation,Preliminary,7.747,11.940,0.000,0.000,19.540
2015,6,TX,59139,SunEdison LLC,Preliminary,0,0.677,0,0,0.677
2015,6,TX,59579,Sunnova,Preliminary,0.115,0,0,0,0.115
2015,6,UT,57313,SolarCity Corporation,Preliminary,0.000,0.954,0.000,0.000,0.950
2015,6,UT,59624,"Vivint Solar, Inc.",Preliminary,0.014,0,0,0,0.014
2015,6,VA,57313,SolarCity Corporation,Preliminary,0.051,0.000,0.000,0.000,0.050
2015,6,VT,59580,"SunPower Capital, LLC",Preliminary,2.227,0,0,0,2.227
2015,6,WA,57313,SolarCity Corporation,Preliminary,0.519,0.000,0.000,0.000,0.520
2015,6,WI,59139,SunEdison LLC,Preliminary,0,0.477,0,0,0.477
2015,7,AZ,57313,SolarCity Corporation,Preliminary,146.980,40.918,0.000,0.000,187.900
2015,7,AZ,59139,SunEdison LLC,Preliminary,1.113,19.792,0,0,20.905
2015,7,AZ,59579,Sunnova,Preliminary,6.702,0,0,0,6.702
2015,7,AZ,59580,"SunPower Capital, LLC",Preliminary,32.620,0,0,0,32.620
2015,7,AZ,59624,"Vivint Solar, Inc.",Preliminary,7.258,0.000,0.000,0.000,7.258
2015,7,AZ,59647,Sunrun Inc.,Preliminary,9.660,0,0,0,9.660
2015,7,AZ,59738,"SunPower Capital Services, LLC",Preliminary,10.072,0,0,0,10.072
2015,7,CA,57313,SolarCity Corporation,Preliminary,333.151,93.131,0.000,0.000,426.280
2015,7,CA,59139,SunEdison LLC,Preliminary,0.837,72.340,0,0,73.177
2015,7,CA,59557,RGS Energy,Preliminary,0.293,0.000,0.000,0.000,0.293
2015,7,CA,59579,Sunnova,Preliminary,28.669,0,0,0,28.669
2015,7,CA,59580,"SunPower Capital, LLC",Preliminary,107.371,0,0,0,107.371
2015,7,CA,59624,"Vivint Solar, Inc.",Preliminary,113.849,0.000,0.000,0.000,113.849
2015,7,CA,59647,Sunrun Inc.,Preliminary,188.523,0,0,0,188.523
2015,7,CA,59738,"SunPower Capital Services, LLC",Preliminary,25.485,0,0,0,25.485
2015,7,CO,57313,SolarCity Corporation,Preliminary,47.229,10.398,0.000,0.000,57.630
2015,7,CO,59139,SunEdison LLC,Preliminary,2.500,9.183,0.102,0,11.785
2015,7,CO,59579,Sunnova,Preliminary,0.119,0,0,0,0.119
2015,7,CO,59580,"SunPower Capital, LLC",Preliminary,3.167,0,0,0,3.167
2015,7,CO,59647,Sunrun Inc.,Preliminary,7.597,0,0,0,7.597
2015,7,CO,59738,"SunPower Capital Services, LLC",Preliminary,4.604,0,0,0,4.604
2015,7,CT,57313,SolarCity Corporation,Preliminary,18.042,7.071,0.000,0.000,25.110
2015,7,CT,59139,SunEdison LLC,Preliminary,0,3.866,0,0,3.866
2015,7,CT,59579,Sunnova,Preliminary,2.352,0,0,0,2.352
2015,7,CT,59647,Sunrun Inc.,Preliminary,2.559,0,0,0,2.559
2015,7,DC,57313,SolarCity Corporation,Preliminary,0.766,0.000,0.000,0.000,0.770
2015,7,DC,59647,Sunrun Inc.,Preliminary,0.029,0,0,0,0.029
2015,7,DE,57313,SolarCity Corporation,Preliminary,3.901,0.413,0.000,0.000,4.310
2015,7,DE,59647,Sunrun Inc.,Preliminary,2.071,0,0,0,2.071
2015,7,FL,57313,SolarCity Corporation,Preliminary,1.519,0.000,0.000,0.000,1.520
2015,7,FL,59139,SunEdison LLC,Preliminary,0,1.516,0,0,1.516
2015,7,GA,59139,SunEdison LLC,Preliminary,0,6.227,0,0,6.227
2015,7,GU,59579,Sunnova,Preliminary,1.893,0,0,0,1.893
2015,7,HI,57313,SolarCity Corporation,Preliminary,10.763,17.870,0.000,0.000,28.630
2015,7,HI,59139,SunEdison LLC,Preliminary,0,3.224,0,0,3.224
2015,7,HI,59579,Sunnova,Preliminary,1.173,0,0,0,1.173
2015,7,HI,59580,"SunPower Capital, LLC",Preliminary,2.558,0,0,0,2.558
2015,7,HI,59624,"Vivint Solar, Inc.",Preliminary,23.424,0.000,0.000,0.000,23.424
2015,7,HI,59647,Sunrun Inc.,Preliminary,14.377,0,0,0,14.377
2015,7,HI,59738,"SunPower Capital Services, LLC",Preliminary,1.448,0,0,0,1.448
2015,7,IN,59579,Sunnova,Preliminary,0.020,0,0,0,0.020
2015,7,LA,59579,Sunnova,Preliminary,0.156,0,0,0,0.156
2015,7,MA,57313,SolarCity Corporation,Preliminary,40.099,3.709,0.000,0.000,43.810
2015,7,MA,59139,SunEdison LLC,Preliminary,0.040,14.583,0,0,14.623
2015,7,MA,59579,Sunnova,Preliminary,2.674,0,0,0,2.674
2015,7,MA,59580,"SunPower Capital, LLC",Preliminary,1.534,0,0,0,1.534
2015,7,MA,59624,"Vivint Solar, Inc.",Preliminary,35.414,0.000,0.000,0.000,35.414
2015,7,MA,59647,Sunrun Inc.,Preliminary,17.454,0,0,0,17.454
2015,7,MA,59738,"SunPower Capital Services, LLC",Preliminary,0.422,0,0,0,0.422
2015,7,MD,57313,SolarCity Corporation,Preliminary,41.155,7.058,0.000,0.000,48.220
2015,7,MD,59139,SunEdison LLC,Preliminary,0.000,8.102,0,0,8.102
2015,7,MD,59579,Sunnova,Preliminary,0.174,0,0,0,0.174
2015,7,MD,59624,"Vivint Solar, Inc.",Preliminary,38.079,0.000,0.000,0.000,38.079
2015,7,MD,59647,Sunrun Inc.,Preliminary,1.023,0,0,0,1.023
2015,7,ME,57313,SolarCity Corporation,Preliminary,0.000,1.026,0.000,0.000,1.030
2015,7,MO,59579,Sunnova,Preliminary,0.015,0,0,0,0.015
2015,7,NJ,57313,SolarCity Corporation,Preliminary,24.367,0.916,0.000,0.000,25.290
2015,7,NJ,59139,SunEdison LLC,Preliminary,0.290,55.438,1.380,0,57.108
2015,7,NJ,59579,Sunnova,Preliminary,20.115,0,0,0,20.115
2015,7,NJ,59580,"SunPower Capital, LLC",Preliminary,5.198,0,0,0,5.198
2015,7,NJ,59624,"Vivint Solar, Inc.",Preliminary,28.468,0.000,0.000,0.000,28.468
2015,7,NJ,59647,Sunrun Inc.,Preliminary,18.879,0,0,0,18.879
2015,7,NJ,59738,"SunPower Capital Services, LLC",Preliminary,1.988,0,0,0,1.988
2015,7,NM,57313,SolarCity Corporation,Preliminary,0.015,3.113,0.000,0.000,3.120
2015,7,NM,59579,Sunnova,Preliminary,0.752,0,0,0,0.752
2015,7,NV,57313,SolarCity Corporation,Preliminary,16.067,0.699,0.000,0.000,16.770
2015,7,NV,59139,SunEdison LLC,Preliminary,0,1.165,0,0,1.165
2015,7,NV,59579,Sunnova,Preliminary,6.386,0,0,0,6.386
2015,7,NV,59647,Sunrun Inc.,Preliminary,3.147,0,0,0,3.147
2015,7,NY,57313,SolarCity Corporation,Preliminary,39.911,4.408,0.000,0.000,44.320
2015,7,NY,59139,SunEdison LLC,Preliminary,0,5.929,0,0,5.929
2015,7,NY,59579,Sunnova,Preliminary,1.037,0,0,0,1.037
2015,7,NY,59580,"SunPower Capital, LLC",Preliminary,18.858,0,0,0,18.858
2015,7,NY,59624,"Vivint Solar, Inc.",Preliminary,33.678,0.000,0.000,0.000,33.678
2015,7,NY,59647,Sunrun Inc.,Preliminary,17.924,0,0,0,17.924
2015,7,NY,59738,"SunPower Capital Services, LLC",Preliminary,0.222,0,0,0,0.222
2015,7,OH,57313,SolarCity Corporation,Preliminary,0.000,5.532,0.000,0.000,5.530
2015,7,OH,59139,SunEdison LLC,Preliminary,0,0.405,0,0,0.405
2015,7,OR,57313,SolarCity Corporation,Preliminary,13.929,7.383,0.000,0.000,21.310
2015,7,OR,59139,SunEdison LLC,Preliminary,0,2.248,0,0,2.248
2015,7,OR,59647,Sunrun Inc.,Preliminary,0.029,0,0,0,0.029
2015,7,PA,57313,SolarCity Corporation,Preliminary,0.592,0.081,0.000,0.000,0.670
2015,7,PA,59139,SunEdison LLC,Preliminary,0,8.772,0,0,8.772
2015,7,PA,59579,Sunnova,Preliminary,0.018,0,0,0,0.018
2015,7,PA,59580,"SunPower Capital, LLC",Preliminary,0.523,0,0,0,0.523
2015,7,PA,59647,Sunrun Inc.,Preliminary,0.583,0,0,0,0.583
2015,7,PA,59738,"SunPower Capital Services, LLC",Preliminary,0.115,0,0,0,0.115
2015,7,PR,57313,SolarCity Corporation,Preliminary,0.000,3.186,0.000,0.000,3.190
2015,7,PR,59139,SunEdison LLC,Preliminary,0,5.627,0,0,5.627
2015,7,PR,59579,Sunnova,Preliminary,6.518,0,0,0,6.518
2015,7,TX,57313,SolarCity Corporation,Preliminary,8.525,11.794,0.000,0.000,20.310
2015,7,TX,59139,SunEdison LLC,Preliminary,0,0.667,0,0,0.667
2015,7,TX,59579,Sunnova,Preliminary,0.115,0,0,0,0.115
2015,7,UT,57313,SolarCity Corporation,Preliminary,0.000,0.954,0.000,0.000,0.950
2015,7,UT,59624,"Vivint Solar, Inc.",Preliminary,0.077,0.000,0.000,0.000,0.077
2015,7,VA,57313,SolarCity Corporation,Preliminary,0.077,0.000,0.000,0.000,0.080
2015,7,VT,59580,"SunPower Capital, LLC",Preliminary,1.707,0,0,0,1.707
2015,7,VT,59738,"SunPower Capital Services, LLC",Preliminary,0.519,0,0,0,0.519
2015,7,WA,57313,SolarCity Corporation,Preliminary,0.519,0.000,0.000,0.000,0.520
2015,7,WI,59139,SunEdison LLC,Preliminary,0,0.477,0,0,0.477
2015,8,AZ,57313,SolarCity Corporation,Preliminary,151.145,40.918,0.000,0.000,192.070
2015,8,AZ,59139,SunEdison LLC,Preliminary,1.380,19.792,0.000,0.000,21.172
2015,8,AZ,59579,Sunnova,Preliminary,7.025,0,0,0,7.025
2015,8,AZ,59580,"SunPower Capital, LLC",Preliminary,33.355,0,0,0,33.355
2015,8,AZ,59624,"Vivint Solar, Inc.",Preliminary,7.997,0.000,0.000,0.000,7.997
2015,8,AZ,59647,Sunrun Inc.,Preliminary,10.357,0,0,0,10.357
2015,8,AZ,59738,"SunPower Capital Services, LLC",Preliminary,10.072,0,0,0,10.072
2015,8,CA,57313,SolarCity Corporation,Preliminary,349.271,95.776,0.000,0.000,445.050
2015,8,CA,59139,SunEdison LLC,Preliminary,4.180,72.340,0.000,0.000,76.520
2015,8,CA,59557,RGS Energy,Preliminary,0.293,0.000,0.000,0.000,0.293
2015,8,CA,59579,Sunnova,Preliminary,32.174,0,0,0,32.174
