Year,Month/2015,State,Utility Number,Utility Name,Data Status,Residential,Commercial,Industrial,Transportation,Total_Capacity_MW
2015,8,CA,59580,"SunPower Capital, LLC",Preliminary,110.652,0,0,0,110.652
2015,8,CA,59624,"Vivint Solar, Inc.",Preliminary,119.982,0.000,0.000,0.000,119.982
2015,8,CA,59647,Sunrun Inc.,Preliminary,192.756,0,0,0,192.756
2015,8,CA,59738,"SunPower Capital Services, LLC",Preliminary,25.485,0,0,0,25.485
2015,8,CO,57313,SolarCity Corporation,Preliminary,47.877,10.398,0.000,0.000,58.280
2015,8,CO,59139,SunEdison LLC,Preliminary,2.500,9.183,0.102,0.000,11.785
2015,8,CO,59579,Sunnova,Preliminary,0.118,0,0,0,0.118
2015,8,CO,59580,"SunPower Capital, LLC",Preliminary,3.175,0,0,0,3.175
2015,8,CO,59647,Sunrun Inc.,Preliminary,7.746,0,0,0,7.746
2015,8,CO,59738,"SunPower Capital Services, LLC",Preliminary,4.604,0,0,0,4.604
2015,8,CT,57313,SolarCity Corporation,Preliminary,19.604,7.148,0.000,0.000,26.750
2015,8,CT,59139,SunEdison LLC,Preliminary,0.000,3.866,0.000,0.000,3.866
2015,8,CT,59579,Sunnova,Preliminary,3.196,0,0,0,3.196
2015,8,CT,59624,"Vivint Solar, Inc.",Preliminary,0.031,0.000,0.000,0.000,0.031
2015,8,CT,59647,Sunrun Inc.,Preliminary,2.661,0,0,0,2.661
2015,8,DC,57313,SolarCity Corporation,Preliminary,0.785,0.000,0.000,0.000,0.790
2015,8,DC,59647,Sunrun Inc.,Preliminary,0.029,0,0,0,0.029
2015,8,DE,57313,SolarCity Corporation,Preliminary,4.235,0.413,0.000,0.000,4.650
2015,8,DE,59647,Sunrun Inc.,Preliminary,2.199,0,0,0,2.199
2015,8,FL,57313,SolarCity Corporation,Preliminary,1.559,0.000,0.000,0.000,1.560
2015,8,FL,59139,SunEdison LLC,Preliminary,0.000,1.516,0.000,0.000,1.516
2015,8,GA,59139,SunEdison LLC,Preliminary,0.000,6.277,0.000,0.000,6.277
2015,8,GU,59579,Sunnova,Preliminary,2.493,0,0,0,2.493
2015,8,HI,57313,SolarCity Corporation,Preliminary,11.051,18.614,0.000,0.000,29.660
2015,8,HI,59139,SunEdison LLC,Preliminary,0.000,3.224,0.000,0.000,3.224
2015,8,HI,59579,Sunnova,Preliminary,1.265,0,0,0,1.265
2015,8,HI,59580,"SunPower Capital, LLC",Preliminary,2.730,0,0,0,2.730
2015,8,HI,59624,"Vivint Solar, Inc.",Preliminary,23.838,0.000,0.000,0.000,23.838
2015,8,HI,59647,Sunrun Inc.,Preliminary,15.127,0,0,0,15.127
2015,8,HI,59738,"SunPower Capital Services, LLC",Preliminary,1.448,0,0,0,1.448
2015,8,IN,59579,Sunnova,Preliminary,0.020,0,0,0,0.020
2015,8,LA,59579,Sunnova,Preliminary,0.162,0,0,0,0.162
2015,8,MA,57313,SolarCity Corporation,Preliminary,43.396,3.709,0.000,0.000,47.110
2015,8,MA,59139,SunEdison LLC,Preliminary,0.010,14.583,0.000,0.000,14.593
2015,8,MA,59579,Sunnova,Preliminary,3.693,0,0,0,3.693
2015,8,MA,59580,"SunPower Capital, LLC",Preliminary,1.534,0,0,0,1.534
2015,8,MA,59624,"Vivint Solar, Inc.",Preliminary,37.948,0.000,0.000,0.000,37.948
2015,8,MA,59647,Sunrun Inc.,Preliminary,18.229,0,0,0,18.229
2015,8,MA,59738,"SunPower Capital Services, LLC",Preliminary,0.422,0,0,0,0.422
2015,8,MD,57313,SolarCity Corporation,Preliminary,46.275,7.479,0.000,0.000,53.750
2015,8,MD,59139,SunEdison LLC,Preliminary,0.000,8.102,0.000,0.000,8.102
2015,8,MD,59579,Sunnova,Preliminary,0.357,0,0,0,0.357
2015,8,MD,59624,"Vivint Solar, Inc.",Preliminary,44.109,0.000,0.000,0.000,44.109
2015,8,MD,59647,Sunrun Inc.,Preliminary,1.066,0,0,0,1.066
2015,8,ME,57313,SolarCity Corporation,Preliminary,0.000,1.026,0.000,0.000,1.030
2015,8,MO,59579,Sunnova,Preliminary,0.015,0,0,0,0.015
2015,8,NH,57313,SolarCity Corporation,Preliminary,0.178,0.000,0.000,0.000,0.180
2015,8,NJ,57313,SolarCity Corporation,Preliminary,26.033,0.916,0.000,0.000,26.950
2015,8,NJ,59139,SunEdison LLC,Preliminary,0.070,55.438,1.380,0.000,56.888
2015,8,NJ,59579,Sunnova,Preliminary,24.137,0,0,0,24.137
2015,8,NJ,59580,"SunPower Capital, LLC",Preliminary,5.230,0,0,0,5.230
2015,8,NJ,59624,"Vivint Solar, Inc.",Preliminary,30.808,0.000,0.000,0.000,30.808
2015,8,NJ,59647,Sunrun Inc.,Preliminary,19.496,0,0,0,19.496
2015,8,NJ,59738,"SunPower Capital Services, LLC",Preliminary,1.988,0,0,0,1.988
2015,8,NM,57313,SolarCity Corporation,Preliminary,0.015,3.113,0.000,0.000,3.125
2015,8,NM,59579,Sunnova,Preliminary,0.921,0,0,0,0.921
2015,8,NV,57313,SolarCity Corporation,Preliminary,21.748,0.699,0.000,0.000,22.450
2015,8,NV,59139,SunEdison LLC,Preliminary,0.000,1.165,0.000,0.000,1.165
2015,8,NV,59579,Sunnova,Preliminary,7.727,0,0,0,7.727
2015,8,NV,59647,Sunrun Inc.,Preliminary,4.630,0,0,0,4.630
2015,8,NY,57313,SolarCity Corporation,Preliminary,42.637,4.408,0.000,0.000,47.050
2015,8,NY,59139,SunEdison LLC,Preliminary,0.000,5.929,0.000,0.000,5.929
2015,8,NY,59579,Sunnova,Preliminary,1.221,0,0,0,1.221
2015,8,NY,59580,"SunPower Capital, LLC",Preliminary,19.761,0,0,0,19.761
2015,8,NY,59624,"Vivint Solar, Inc.",Preliminary,35.447,0.000,0.000,0.000,35.447
2015,8,NY,59647,Sunrun Inc.,Preliminary,18.280,0,0,0,18.280
2015,8,NY,59738,"SunPower Capital Services, LLC",Preliminary,0.222,0,0,0,0.222
2015,8,OH,57313,SolarCity Corporation,Preliminary,0.000,5.532,0.000,0.000,5.530
2015,8,OH,59139,SunEdison LLC,Preliminary,0.000,0.405,0.000,0.000,0.405
2015,8,OR,57313,SolarCity Corporation,Preliminary,14.236,7.383,0.000,0.000,21.620
2015,8,OR,59139,SunEdison LLC,Preliminary,0.000,2.668,0.000,0.000,2.668
2015,8,OR,59647,Sunrun Inc.,Preliminary,0.029,0,0,0,0.029
2015,8,PA,57313,SolarCity Corporation,Preliminary,0.636,0.081,0.000,0.000,0.720
2015,8,PA,59139,SunEdison LLC,Preliminary,0.000,8.772,0.000,0.000,8.772
2015,8,PA,59579,Sunnova,Preliminary,0.018,0,0,0,0.018
2015,8,PA,59580,"SunPower Capital, LLC",Preliminary,0.523,0,0,0,0.523
2015,8,PA,59647,Sunrun Inc.,Preliminary,0.583,0,0,0,0.583
2015,8,PA,59738,"SunPower Capital Services, LLC",Preliminary,0.115,0,0,0,0.115
2015,8,PR,57313,SolarCity Corporation,Preliminary,0.000,3.186,0.000,0.000,3.190
2015,8,PR,59139,SunEdison LLC,Preliminary,0.000,5.627,0.000,0.000,5.627
2015,8,PR,59579,Sunnova,Preliminary,7.296,0,0,0,7.296
2015,8,TX,57313,SolarCity Corporation,Preliminary,9.043,11.794,0.000,0.000,20.830
2015,8,TX,59139,SunEdison LLC,Preliminary,0.000,0.677,0.000,0.000,0.677
2015,8,TX,59579,Sunnova,Preliminary,0.141,0,0,0,0.141
2015,8,UT,57313,SolarCity Corporation,Preliminary,0.000,0.954,0.000,0.000,0.950
2015,8,UT,59624,"Vivint Solar, Inc.",Preliminary,0.126,0.000,0.000,0.000,0.126
2015,8,VA,57313,SolarCity Corporation,Preliminary,0.094,0.000,0.000,0.000,0.090
2015,8,VT,59580,"SunPower Capital, LLC",Preliminary,1.707,0,0,0,1.707
2015,8,VT,59738,"SunPower Capital Services, LLC",Preliminary,0.519,0,0,0,0.519
2015,8,WA,57313,SolarCity Corporation,Preliminary,0.519,0.000,0.000,0.000,0.520
2015,8,WI,59139,SunEdison LLC,Preliminary,0.000,0.477,0.000,0.000,0.477
2015,9,AZ,57313,SolarCity Corporation,Preliminary,155.328,41.219,0.000,0.000,196.547
2015,9,AZ,59139,SunEdison LLC,Preliminary,1.727,19.792,0,0,21.519
2015,9,AZ,59579,Sunnova,Preliminary,7.847,0,0,0,7.847
2015,9,AZ,59580,"SunPower Capital, LLC",Preliminary,34.384,0.000,0.000,0.000,34.384
2015,9,AZ,59624,"Vivint Solar, Inc.",Preliminary,9.119,0.000,0.000,0.000,9.119
2015,9,AZ,59647,Sunrun Inc.,Preliminary,10.984,0.000,0.000,0.000,10.984
2015,9,AZ,59738,"SunPower Capital Services, LLC",Preliminary,10.072,0,0,0,10.072
2015,9,CA,57313,SolarCity Corporation,Preliminary,367.208,99.030,0.000,0.000,466.238
2015,9,CA,59139,SunEdison LLC,Preliminary,5.716,72.340,0,0,78.056
2015,9,CA,59557,RGS Energy,Preliminary,0.293,0.000,0.000,0.000,0.293
2015,9,CA,59579,Sunnova,Preliminary,34.632,0,0,0,34.632
2015,9,CA,59580,"SunPower Capital, LLC",Preliminary,115.329,0.000,0.000,0.000,115.329
2015,9,CA,59624,"Vivint Solar, Inc.",Preliminary,126.164,0.000,0.000,0.000,126.164
2015,9,CA,59647,Sunrun Inc.,Preliminary,197.395,0.000,0.000,0.000,197.395
2015,9,CA,59738,"SunPower Capital Services, LLC",Preliminary,25.485,0,0,0,25.485
2015,9,CO,57313,SolarCity Corporation,Preliminary,48.370,10.398,0.000,0.000,58.768
2015,9,CO,59139,SunEdison LLC,Preliminary,2.500,9.180,0.100,0,11.780
2015,9,CO,59579,Sunnova,Preliminary,0.200,0,0,0,0.200
2015,9,CO,59580,"SunPower Capital, LLC",Preliminary,3.167,0.000,0.000,0.000,3.167
2015,9,CO,59647,Sunrun Inc.,Preliminary,7.862,0,0,0,7.862
2015,9,CO,59738,"SunPower Capital Services, LLC",Preliminary,4.604,0,0,0,4.604
2015,9,CT,57313,SolarCity Corporation,Preliminary,21.330,7.148,0.000,0.000,28.478
2015,9,CT,59139,SunEdison LLC,Preliminary,0.026,3.866,0,0,3.892
2015,9,CT,59579,Sunnova,Preliminary,3.476,0,0,0,3.476
2015,9,CT,59624,"Vivint Solar, Inc.",Preliminary,0.186,0.000,0.000,0.000,0.186
2015,9,CT,59647,Sunrun Inc.,Preliminary,2.816,0,0,0,2.816
2015,9,DC,57313,SolarCity Corporation,Preliminary,0.802,0.000,0.000,0.000,0.802
2015,9,DC,59647,Sunrun Inc.,Preliminary,0.030,0,0,0,0.030
2015,9,DE,57313,SolarCity Corporation,Preliminary,4.801,0.413,0.000,0.000,5.214
2015,9,DE,59647,Sunrun Inc.,Preliminary,2.312,0,0,0,2.312
2015,9,FL,57313,SolarCity Corporation,Preliminary,1.602,0.000,0.000,0.000,1.602
2015,9,FL,59139,SunEdison LLC,Preliminary,0,1.516,0,0,1.516
2015,9,GA,59139,SunEdison LLC,Preliminary,0,6.227,0,0,6.227
2015,9,GU,59579,Sunnova,Preliminary,3.007,0,0,0,3.007
2015,9,HI,57313,SolarCity Corporation,Preliminary,11.354,18.614,0.000,0.000,29.968
2015,9,HI,59139,SunEdison LLC,Preliminary,0,3.224,0,0,3.224
2015,9,HI,59579,Sunnova,Preliminary,1.451,0,0,0,1.451
2015,9,HI,59580,"SunPower Capital, LLC",Preliminary,3.075,0.000,0.000,0.000,3.075
2015,9,HI,59624,"Vivint Solar, Inc.",Preliminary,24.176,0.000,0.000,0.000,24.176
2015,9,HI,59647,Sunrun Inc.,Preliminary,16.189,0,0,0,16.189
2015,9,HI,59738,"SunPower Capital Services, LLC",Preliminary,1.448,0,0,0,1.448
2015,9,IN,59579,Sunnova,Preliminary,0.020,0,0,0,0.020
2015,9,LA,59579,Sunnova,Preliminary,0.162,0,0,0,0.162
2015,9,MA,57313,SolarCity Corporation,Preliminary,48.268,3.709,0.000,0.000,51.977
2015,9,MA,59139,SunEdison LLC,Preliminary,0,14.583,0,0,14.583
2015,9,MA,59579,Sunnova,Preliminary,4.151,0,0,0,4.151
2015,9,MA,59580,"SunPower Capital, LLC",Preliminary,1.534,0.000,0.000,0.000,1.534
2015,9,MA,59624,"Vivint Solar, Inc.",Preliminary,40.954,0.000,0.000,0.000,40.954
2015,9,MA,59647,Sunrun Inc.,Preliminary,19.129,0,0,0,19.129
2015,9,MA,59738,"SunPower Capital Services, LLC",Preliminary,0.422,0,0,0,0.422
2015,9,MD,57313,SolarCity Corporation,Preliminary,50.085,7.479,0.000,0.000,57.564
2015,9,MD,59139,SunEdison LLC,Preliminary,0,8.102,0,0,8.102
2015,9,MD,59579,Sunnova,Preliminary,0.509,0,0,0,0.509
2015,9,MD,59624,"Vivint Solar, Inc.",Preliminary,47.364,0.000,0.000,0.000,47.364
2015,9,MD,59647,Sunrun Inc.,Preliminary,1.121,0,0,0,1.121
2015,9,ME,57313,SolarCity Corporation,Preliminary,0.000,1.026,0.000,0.000,1.026
2015,9,MO,59579,Sunnova,Preliminary,0.015,0,0,0,0.015
2015,9,NH,57313,SolarCity Corporation,Preliminary,0.728,0.000,0.000,0.000,0.728
2015,9,NH,59647,Sunrun Inc.,Preliminary,0.005,0,0,0,0.005
2015,9,NJ,57313,SolarCity Corporation,Preliminary,27.489,1.020,0.000,0.000,28.509
2015,9,NJ,59139,SunEdison LLC,Preliminary,0.075,55.438,1.380,0,56.893
2015,9,NJ,59579,Sunnova,Preliminary,25.757,0,0,0,25.757
2015,9,NJ,59580,"SunPower Capital, LLC",Preliminary,5.334,0.000,0.000,0.000,5.334
2015,9,NJ,59624,"Vivint Solar, Inc.",Preliminary,33.210,0.000,0.000,0.000,33.210
2015,9,NJ,59647,Sunrun Inc.,Preliminary,20.687,0,0,0,20.687
2015,9,NJ,59738,"SunPower Capital Services, LLC",Preliminary,1.988,0,0,0,1.988
2015,9,NM,57313,SolarCity Corporation,Preliminary,0.015,3.113,0.000,0.000,3.128
2015,9,NM,59579,Sunnova,Preliminary,1.112,0,0,0,1.112
2015,9,NV,57313,SolarCity Corporation,Preliminary,26.113,0.699,0.000,0.000,26.812
2015,9,NV,59139,SunEdison LLC,Preliminary,0,1.165,0,0,1.165
2015,9,NV,59579,Sunnova,Preliminary,8.324,0,0,0,8.324
2015,9,NV,59647,Sunrun Inc.,Preliminary,6.528,0,0,0,6.528
2015,9,NY,57313,SolarCity Corporation,Preliminary,45.545,4.408,0.000,0.000,49.953
2015,9,NY,59139,SunEdison LLC,Preliminary,0.014,5.929,0,0,5.943
2015,9,NY,59579,Sunnova,Preliminary,1.306,0,0,0,1.306
2015,9,NY,59580,"SunPower Capital, LLC",Preliminary,21.167,0.000,0.000,0.000,21.167
2015,9,NY,59624,"Vivint Solar, Inc.",Preliminary,39.300,0.000,0.000,0.000,39.300
2015,9,NY,59647,Sunrun Inc.,Preliminary,18.757,0,0,0,18.757
2015,9,NY,59738,"SunPower Capital Services, LLC",Preliminary,0.222,0,0,0,0.222
2015,9,OH,57313,SolarCity Corporation,Preliminary,0.000,5.532,0.000,0.000,5.532
2015,9,OH,59139,SunEdison LLC,Preliminary,0,0.405,0,0,0.405
2015,9,OR,57313,SolarCity Corporation,Preliminary,14.635,7.383,0.000,0.000,22.018
2015,9,OR,59139,SunEdison LLC,Preliminary,0.008,2.668,0,0,2.676
2015,9,OR,59647,Sunrun Inc.,Preliminary,0.034,0,0,0,0.034
2015,9,PA,57313,SolarCity Corporation,Preliminary,0.730,0.081,0.000,0.000,0.811
2015,9,PA,59139,SunEdison LLC,Preliminary,0,8.772,0,0,8.772
2015,9,PA,59579,Sunnova,Preliminary,0.029,0,0,0,0.029
2015,9,PA,59580,"SunPower Capital, LLC",Preliminary,0.523,0.000,0.000,0.000,0.523
2015,9,PA,59647,Sunrun Inc.,Preliminary,0.584,0,0,0,0.584
2015,9,PA,59738,"SunPower Capital Services, LLC",Preliminary,0.115,0,0,0,0.115
2015,9,PR,57313,SolarCity Corporation,Preliminary,0.000,3.186,0.000,0.000,3.186
2015,9,PR,59139,SunEdison LLC,Preliminary,0,5.627,0,0,5.627
2015,9,PR,59579,Sunnova,Preliminary,7.616,0,0,0,7.616
2015,9,TX,57313,SolarCity Corporation,Preliminary,9.751,11.794,0.000,0.000,21.545
2015,9,TX,59139,SunEdison LLC,Preliminary,0,0.677,0,0,0.677
2015,9,TX,59579,Sunnova,Preliminary,0.146,0,0,0,0.146
2015,9,UT,57313,SolarCity Corporation,Preliminary,0.000,0.954,0.000,0.000,0.954
2015,9,UT,59624,"Vivint Solar, Inc.",Preliminary,0.441,0.000,0.000,0.000,0.441
2015,9,VA,57313,SolarCity Corporation,Preliminary,0.107,0.000,0.000,0.000,0.107
2015,9,VT,59580,"SunPower Capital, LLC",Preliminary,1.707,0.000,0.000,0.000,1.707
2015,9,VT,59738,"SunPower Capital Services, LLC",Preliminary,0.519,0,0,0,0.519
2015,9,WA,57313,SolarCity Corporation,Preliminary,0.519,0.000,0.000,0.000,0.519
2015,9,WI,59139,SunEdison LLC,Preliminary,0,0.477,0,0,0.477
2015,10,AZ,57313,SolarCity Corporation,Preliminary,160.243,41.219,0.000,0.000,201.462
2015,10,AZ,59139,SunEdison LLC,Preliminary,2.101,19.792,0.000,0.000,21.893
2015,10,AZ,59579,Sunnova,Preliminary,8.008,0,0,0,8.008
2015,10,AZ,59580,"SunPower Capital, LLC",Preliminary,35.529,0.000,0.000,0.000,35.529
2015,10,AZ,59624,"Vivint Solar, Inc.",Preliminary,10.044,0.000,0.000,0.000,10.044
2015,10,AZ,59647,Sunrun Inc.,Preliminary,11.864,0,0,0,11.864
2015,10,AZ,59738,"SunPower Capital Services, LLC",Preliminary,10.072,0,0,0,10.072
2015,10,CA,57313,SolarCity Corporation,Preliminary,383.625,101.612,0.000,0.000,485.237
2015,10,CA,59139,SunEdison LLC,Preliminary,6.801,75.907,0.000,0.000,82.708
2015,10,CA,59557,RGS Energy,Preliminary,0.308,0.000,0.000,0.000,0.308
2015,10,CA,59579,Sunnova,Preliminary,37.032,0,0,0,37.032
2015,10,CA,59580,"SunPower Capital, LLC",Preliminary,118.714,0,0,0,118.714
2015,10,CA,59624,"Vivint Solar, Inc.",Preliminary,131.755,0.000,0.000,0.000,131.755
2015,10,CA,59647,Sunrun Inc.,Preliminary,202.554,0,0,0,202.554
2015,10,CA,59738,"SunPower Capital Services, LLC",Preliminary,25.442,0,0,0,25.442
2015,10,CO,57313,SolarCity Corporation,Preliminary,48.738,10.398,0.000,0.000,59.136
2015,10,CO,59139,SunEdison LLC,Preliminary,2.500,9.183,0.100,0.000,11.783
2015,10,CO,59579,Sunnova,Preliminary,0.209,0,0,0,0.209
2015,10,CO,59580,"SunPower Capital, LLC",Preliminary,3.167,0,0,0,3.167
2015,10,CO,59647,Sunrun Inc.,Preliminary,7.969,0,0,0,7.969
2015,10,CO,59738,"SunPower Capital Services, LLC",Preliminary,4.604,0,0,0,4.604
2015,10,CT,57313,SolarCity Corporation,Preliminary,22.987,7.479,0.000,0.000,30.466
2015,10,CT,59139,SunEdison LLC,Preliminary,0.043,4.420,0.000,0.000,4.463
2015,10,CT,59579,Sunnova,Preliminary,3.583,0,0,0,3.583
2015,10,CT,59624,"Vivint Solar, Inc.",Preliminary,0.255,0.000,0.000,0.000,0.255
2015,10,CT,59647,Sunrun Inc.,Preliminary,3.085,0,0,0,3.085
2015,10,DC,57313,SolarCity Corporation,Preliminary,0.834,0.000,0.000,0.000,0.834
2015,10,DC,59647,Sunrun Inc.,Preliminary,0.030,0,0,0,0.030
2015,10,DE,57313,SolarCity Corporation,Preliminary,5.273,0.413,0.000,0.000,5.686
2015,10,DE,59647,Sunrun Inc.,Preliminary,2.470,0,0,0,2.470
2015,10,FL,57313,SolarCity Corporation,Preliminary,1.643,0.000,0.000,0.000,1.643
2015,10,FL,59139,SunEdison LLC,Preliminary,0.000,1.520,0.000,0.000,1.520
2015,10,GA,59139,SunEdison LLC,Preliminary,0.000,6.230,0.000,0.000,6.230
2015,10,GU,59579,Sunnova,Preliminary,3.149,0,0,0,3.149
2015,10,HI,57313,SolarCity Corporation,Preliminary,11.754,18.666,0.000,0.000,30.420
2015,10,HI,59139,SunEdison LLC,Preliminary,0.000,3.224,0.000,0.000,3.224
2015,10,HI,59579,Sunnova,Preliminary,1.444,0,0,0,1.444
2015,10,HI,59580,"SunPower Capital, LLC",Preliminary,3.395,0,0,0,3.395
2015,10,HI,59624,"Vivint Solar, Inc.",Preliminary,24.590,0.000,0.000,0.000,24.590
2015,10,HI,59647,Sunrun Inc.,Preliminary,17.256,0,0,0,17.256
2015,10,HI,59738,"SunPower Capital Services, LLC",Preliminary,1.448,0,0,0,1.448
2015,10,IN,59579,Sunnova,Preliminary,0.020,0,0,0,0.020
2015,10,LA,59579,Sunnova,Preliminary,0.172,0,0,0,0.172
2015,10,MA,57313,SolarCity Corporation,Preliminary,52.509,3.709,0.000,0.000,56.218
2015,10,MA,59139,SunEdison LLC,Preliminary,0.165,14.583,0.000,0.000,14.748
2015,10,MA,59579,Sunnova,Preliminary,4.908,0,0,0,4.908
2015,10,MA,59580,"SunPower Capital, LLC",Preliminary,1.534,0,0,0,1.534
2015,10,MA,59624,"Vivint Solar, Inc.",Preliminary,43.755,0.000,0.000,0.000,43.755
2015,10,MA,59647,Sunrun Inc.,Preliminary,20.572,0,0,0,20.572
2015,10,MA,59738,"SunPower Capital Services, LLC",Preliminary,0.422,0,0,0,0.422
2015,10,MD,57313,SolarCity Corporation,Preliminary,53.666,7.479,0.000,0.000,61.145
2015,10,MD,59139,SunEdison LLC,Preliminary,0.000,8.102,0.000,0.000,8.102
2015,10,MD,59579,Sunnova,Preliminary,0.761,0,0,0,0.761
2015,10,MD,59624,"Vivint Solar, Inc.",Preliminary,50.480,0.000,0.000,0.000,50.480
2015,10,MD,59647,Sunrun Inc.,Preliminary,1.251,0,0,0,1.251
2015,10,ME,57313,SolarCity Corporation,Preliminary,0.000,1.026,0.000,0.000,1.026
2015,10,MO,59579,Sunnova,Preliminary,0.016,0,0,0,0.016
2015,10,NH,57313,SolarCity Corporation,Preliminary,0.962,0.000,0.000,0.000,0.962
2015,10,NH,59647,Sunrun Inc.,Preliminary,0.033,0,0,0,0.033
2015,10,NJ,57313,SolarCity Corporation,Preliminary,28.658,1.020,0.000,0.000,29.678
2015,10,NJ,59139,SunEdison LLC,Preliminary,0.219,57.560,1.380,0.000,59.159
2015,10,NJ,59579,Sunnova,Preliminary,27.921,0,0,0,27.921
2015,10,NJ,59580,"SunPower Capital, LLC",Preliminary,5.347,0,0,0,5.347
2015,10,NJ,59624,"Vivint Solar, Inc.",Preliminary,35.071,0.000,0.000,0.000,35.071
2015,10,NJ,59647,Sunrun Inc.,Preliminary,22.029,0,0,0,22.029
2015,10,NJ,59738,"SunPower Capital Services, LLC",Preliminary,1.988,0,0,0,1.988
2015,10,NM,57313,SolarCity Corporation,Preliminary,0.015,3.113,0.000,0.000,3.128
2015,10,NM,59579,Sunnova,Preliminary,1.296,0,0,0,1.296
2015,10,NV,57313,SolarCity Corporation,Preliminary,28.960,0.699,0.000,0.000,29.659
2015,10,NV,59139,SunEdison LLC,Preliminary,0.000,1.165,0.000,0.000,1.165
2015,10,NV,59579,Sunnova,Preliminary,9.212,0,0,0,9.212
2015,10,NV,59647,Sunrun Inc.,Preliminary,7.819,0,0,0,7.819
2015,10,NY,57313,SolarCity Corporation,Preliminary,48.225,4.408,0.000,0.000,52.633
2015,10,NY,59139,SunEdison LLC,Preliminary,0.060,5.929,0.000,0.000,5.989
2015,10,NY,59579,Sunnova,Preliminary,1.324,0,0,0,1.324
2015,10,NY,59580,"SunPower Capital, LLC",Preliminary,21.936,0,0,0,21.936
2015,10,NY,59624,"Vivint Solar, Inc.",Preliminary,41.075,0.000,0.000,0.000,41.075
2015,10,NY,59647,Sunrun Inc.,Preliminary,19.592,0,0,0,19.592
2015,10,NY,59738,"SunPower Capital Services, LLC",Preliminary,0.222,0,0,0,0.222
2015,10,OH,57313,SolarCity Corporation,Preliminary,0.000,5.532,0.000,0.000,5.532
2015,10,OH,59139,SunEdison LLC,Preliminary,0.000,0.405,0.000,0.000,0.405
2015,10,OR,57313,SolarCity Corporation,Preliminary,14.910,7.383,0.000,0.000,22.293
2015,10,OR,59139,SunEdison LLC,Preliminary,0.008,2.250,0.000,0.000,2.258
2015,10,OR,59647,Sunrun Inc.,Preliminary,0.034,0,0,0,0.034
2015,10,PA,57313,SolarCity Corporation,Preliminary,0.877,0.081,0.000,0.000,0.958
2015,10,PA,59139,SunEdison LLC,Preliminary,0.000,8.772,0.000,0.000,8.772
2015,10,PA,59579,Sunnova,Preliminary,0.029,0,0,0,0.029
2015,10,PA,59580,"SunPower Capital, LLC",Preliminary,0.523,0,0,0,0.523
2015,10,PA,59647,Sunrun Inc.,Preliminary,0.584,0,0,0,0.584
2015,10,PA,59738,"SunPower Capital Services, LLC",Preliminary,0.115,0,0,0,0.115
2015,10,PR,57313,SolarCity Corporation,Preliminary,0.000,3.186,0.000,0.000,3.186
2015,10,PR,59139,SunEdison LLC,Preliminary,0.000,5.627,0.000,0.000,5.627
2015,10,PR,59579,Sunnova,Preliminary,8.251,0,0,0,8.251
2015,10,TX,57313,SolarCity Corporation,Preliminary,10.670,11.794,0.000,0.000,22.464
2015,10,TX,59139,SunEdison LLC,Preliminary,0.000,0.677,0.000,0.000,0.677
2015,10,TX,59579,Sunnova,Preliminary,0.157,0,0,0,0.157
2015,10,UT,57313,SolarCity Corporation,Preliminary,0.000,0.954,0.000,0.000,0.954
2015,10,UT,59624,"Vivint Solar, Inc.",Preliminary,0.546,0.000,0.000,0.000,0.546
2015,10,VA,57313,SolarCity Corporation,Preliminary,0.123,0.000,0.000,0.000,0.123
2015,10,VT,59580,"SunPower Capital, LLC",Preliminary,1.707,0,0,0,1.707
2015,10,VT,59738,"SunPower Capital Services, LLC",Preliminary,0.519,0,0,0,0.519
2015,10,WA,57313,SolarCity Corporation,Preliminary,0.519,0.000,0.000,0.000,0.519
2015,10,WI,59139,SunEdison LLC,Preliminary,0.000,0.477,0.000,0.000,0.477
